cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations
0,"['0.5938', '0.9849', '0.0000', '0.0144', '0.0000', '0.0000', '0.9606', '0.0055', '0.0000', '0.0000']","['0.8771', '0.5138', '0.0000', '1.0000', '0.0000', '0.0000', '0.1323', '1.0000', '0.0000', '0.0000']","['0.5938', '0.9849', '0.0000', '0.0144', '0.0000', '0.0000', '0.9606', '0.0055', '0.0000', '0.0000']","['0.7082', '0.6753', '0.0000', '0.0284', '0.0000', '0.0000', '0.2325', '0.0110', '0.0000', '0.0000']","['0.5938', '0.9849', '0.0000', '0.0144', '0.0000', '0.0000', '0.9606', '0.0055', '0.0000', '0.0000']","['0.9906', '0.8806', '1.0000', '1.0000', '1.0000', '1.0000', '0.3153', '1.0000', '1.0000', '1.0000']","[[421, 3, 0, 0, 0, 0, 285, 0, 0, 0], [0, 783, 0, 0, 0, 0, 12, 0, 0, 0], [0, 59, 0, 0, 0, 0, 660, 0, 0, 0], [27, 66, 0, 10, 0, 0, 591, 0, 0, 0], [0, 95, 0, 0, 0, 0, 569, 0, 0, 0], [12, 133, 0, 0, 0, 0, 464, 0, 0, 0], [0, 27, 0, 0, 0, 0, 659, 0, 0, 0], [19, 166, 0, 0, 0, 0, 533, 4, 0, 0], [0, 84, 0, 0, 0, 0, 604, 0, 0, 0], [1, 108, 0, 0, 0, 0, 605, 0, 0, 0]]",-1,-1,-1,-1
1,"['0.9605', '0.9950', '0.4631', '0.5101', '0.5226', '0.0345', '0.7493', '0.3795', '0.0000', '0.3347']","['0.4956', '0.4036', '0.4264', '0.6167', '0.8484', '0.8400', '0.4210', '0.7425', '0.0000', '0.8328']","['0.9605', '0.9950', '0.4631', '0.5101', '0.5226', '0.0345', '0.7493', '0.3795', '0.0000', '0.3347']","['0.6539', '0.5742', '0.4440', '0.5584', '0.6468', '0.0662', '0.5391', '0.5023', '0.0000', '0.4775']","['0.9605', '0.9950', '0.4631', '0.5101', '0.5226', '0.0345', '0.7493', '0.3795', '0.0000', '0.3347']","['0.8898', '0.8116', '0.9287', '0.9651', '0.9902', '0.9994', '0.8880', '0.9849', '1.0000', '0.9924']","[[681, 7, 5, 0, 0, 0, 15, 1, 0, 0], [0, 791, 1, 3, 0, 0, 0, 0, 0, 0], [53, 108, 333, 39, 5, 0, 178, 3, 0, 0], [151, 130, 38, 354, 0, 0, 18, 3, 0, 0], [6, 123, 25, 2, 347, 0, 125, 8, 0, 28], [198, 197, 12, 81, 3, 21, 70, 22, 0, 5], [54, 50, 63, 0, 4, 0, 514, 1, 0, 0], [125, 221, 46, 23, 2, 3, 16, 274, 0, 12], [55, 185, 219, 50, 7, 0, 162, 7, 0, 3], [51, 148, 39, 22, 41, 1, 123, 50, 0, 239]]","[2, 3, 0, 9, 7, 2, 1, 5, 1, 3, 4, 0, 5, 9, 2, 8]","[7, 3, 3, 7, 7, 5, 3, 3, 3, 0, 5, 7, 7, 3, 5, 7]","[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 2. 0. 1. 0. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 2. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",16
2,"['0.9661', '0.9862', '0.7552', '0.7262', '0.7289', '0.1363', '0.8397', '0.4183', '0.0015', '0.7185']","['0.5865', '0.6495', '0.5987', '0.6503', '0.7412', '0.5188', '0.6400', '0.9096', '1.0000', '0.5719']","['0.9661', '0.9862', '0.7552', '0.7262', '0.7289', '0.1363', '0.8397', '0.4183', '0.0015', '0.7185']","['0.7299', '0.7832', '0.6679', '0.6862', '0.7350', '0.2159', '0.7264', '0.5731', '0.0029', '0.6369']","['0.9661', '0.9862', '0.7552', '0.7262', '0.7289', '0.1363', '0.8397', '0.4183', '0.0015', '0.7185']","['0.9232', '0.9318', '0.9420', '0.9570', '0.9733', '0.9880', '0.9487', '0.9952', '1.0000', '0.9389']","[[685, 3, 2, 1, 3, 2, 13, 0, 0, 0], [0, 784, 7, 4, 0, 0, 0, 0, 0, 0], [24, 37, 543, 27, 17, 0, 62, 4, 0, 5], [64, 57, 45, 504, 0, 4, 9, 5, 0, 6], [2, 18, 2, 0, 484, 0, 55, 0, 0, 103], [226, 66, 7, 122, 25, 83, 30, 2, 0, 48], [29, 16, 48, 2, 15, 0, 576, 0, 0, 0], [72, 92, 36, 21, 2, 63, 1, 302, 0, 133], [39, 99, 212, 90, 29, 4, 113, 12, 1, 89], [27, 35, 5, 4, 78, 4, 41, 7, 0, 513]]","[6, 0, 9, 0, 9, 4, 4, 6, 3, 2, 1, 9, 8, 9, 0, 5]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 2. 0. 1. 0. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [3. 1. 3. 1. 3. 1. 2. 0. 1. 4.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",32
3,"['0.9549', '0.9535', '0.8359', '0.8170', '0.8855', '0.1117', '0.9286', '0.6150', '0.1526', '0.6050']","['0.7391', '0.8376', '0.6768', '0.6766', '0.5833', '0.7907', '0.6493', '0.9193', '0.8750', '0.5574']","['0.9549', '0.9535', '0.8359', '0.8170', '0.8855', '0.1117', '0.9286', '0.6150', '0.1526', '0.6050']","['0.8332', '0.8918', '0.7480', '0.7402', '0.7033', '0.1957', '0.7642', '0.7369', '0.2599', '0.5803']","['0.9549', '0.9535', '0.8359', '0.8170', '0.8855', '0.1117', '0.9286', '0.6150', '0.1526', '0.6050']","['0.9620', '0.9763', '0.9543', '0.9570', '0.9337', '0.9972', '0.9455', '0.9938', '0.9976', '0.9454']","[[677, 0, 4, 0, 3, 0, 25, 0, 0, 0], [0, 758, 19, 5, 0, 0, 3, 0, 7, 3], [11, 6, 601, 16, 31, 0, 45, 6, 1, 2], [12, 21, 53, 567, 0, 5, 7, 9, 0, 20], [0, 3, 1, 0, 588, 0, 36, 0, 0, 36], [139, 21, 8, 168, 65, 68, 65, 4, 6, 65], [11, 3, 26, 1, 7, 0, 637, 0, 1, 0], [21, 46, 47, 19, 11, 9, 1, 444, 0, 124], [29, 39, 127, 58, 92, 3, 133, 9, 105, 93], [16, 8, 2, 4, 211, 1, 29, 11, 0, 432]]","[9, 5, 4, 2, 6, 4, 8, 2, 4, 4, 2, 6, 0, 5, 8, 0]","[8, 8, 8, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8]","[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 2. 0. 1. 0. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [3. 1. 4. 1. 3. 1. 3. 0. 1. 4.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 1. 1. 1.]
 [2. 0. 2. 0. 4. 1. 1. 0. 2. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",48
4,"['0.9563', '0.9673', '0.8373', '0.7767', '0.8148', '0.2611', '0.9329', '0.6704', '0.2355', '0.7871']","['0.7099', '0.8441', '0.7414', '0.8292', '0.6283', '0.7681', '0.7127', '0.8980', '0.8394', '0.5770']","['0.9563', '0.9673', '0.8373', '0.7767', '0.8148', '0.2611', '0.9329', '0.6704', '0.2355', '0.7871']","['0.8149', '0.9015', '0.7864', '0.8021', '0.7095', '0.3897', '0.8081', '0.7676', '0.3678', '0.6659']","['0.9563', '0.9673', '0.8373', '0.7767', '0.8148', '0.2611', '0.9329', '0.6704', '0.2355', '0.7871']","['0.9560', '0.9771', '0.9666', '0.9824', '0.9495', '0.9925', '0.9591', '0.9912', '0.9951', '0.9345']","[[678, 0, 3, 0, 3, 0, 25, 0, 0, 0], [0, 769, 4, 4, 0, 1, 2, 0, 12, 3], [11, 7, 602, 5, 29, 0, 41, 10, 8, 6], [18, 24, 52, 539, 0, 29, 3, 10, 7, 12], [0, 5, 2, 0, 541, 0, 32, 0, 0, 84], [165, 23, 5, 72, 58, 159, 65, 2, 3, 57], [9, 4, 27, 0, 6, 0, 640, 0, 0, 0], [21, 34, 38, 1, 3, 11, 0, 484, 1, 129], [35, 38, 76, 25, 123, 5, 82, 21, 162, 121], [18, 7, 3, 4, 98, 2, 8, 12, 0, 562]]","[6, 4, 8, 4, 8, 6, 6, 2, 4, 9, 5, 6, 9, 0, 4, 9]","[5, 5, 8, 5, 5, 5, 5, 5, 8, 5, 5, 5, 8, 8, 8, 8]","[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 2. 0. 1. 0. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [3. 1. 5. 1. 5. 2. 7. 0. 2. 5.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 1. 1. 1.]
 [3. 0. 2. 0. 6. 1. 1. 0. 3. 3.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",64
5,"['0.9704', '0.9799', '0.8414', '0.7983', '0.8810', '0.4253', '0.9082', '0.8019', '0.3590', '0.6359']","['0.7926', '0.8252', '0.7697', '0.8135', '0.6145', '0.8328', '0.7570', '0.8331', '0.8606', '0.6953']","['0.9704', '0.9799', '0.8414', '0.7983', '0.8810', '0.4253', '0.9082', '0.8019', '0.3590', '0.6359']","['0.8725', '0.8959', '0.8040', '0.8058', '0.7240', '0.5630', '0.8257', '0.8172', '0.5067', '0.6642']","['0.9704', '0.9799', '0.8414', '0.7983', '0.8810', '0.4253', '0.9082', '0.8019', '0.3590', '0.6359']","['0.9714', '0.9734', '0.9712', '0.9799', '0.9421', '0.9919', '0.9683', '0.9815', '0.9937', '0.9683']","[[688, 3, 0, 3, 3, 0, 12, 0, 0, 0], [0, 779, 0, 4, 0, 0, 2, 2, 7, 1], [13, 9, 605, 7, 21, 0, 29, 17, 14, 4], [4, 24, 49, 554, 0, 35, 3, 10, 8, 7], [3, 6, 3, 0, 585, 0, 30, 1, 0, 36], [73, 35, 6, 73, 40, 259, 59, 5, 6, 53], [17, 6, 33, 1, 3, 1, 623, 0, 2, 0], [19, 27, 35, 9, 9, 4, 0, 579, 3, 37], [29, 48, 48, 25, 123, 6, 58, 43, 247, 61], [22, 7, 7, 5, 168, 6, 7, 38, 0, 454]]","[9, 8, 8, 8, 6, 8, 6, 1, 1, 7, 5, 1, 6, 6, 0, 3]","[5, 5, 8, 3, 5, 3, 2, 5, 1, 5, 5, 8, 8, 5, 5, 2]","[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
 [1. 2. 0. 1. 0. 1. 0. 0. 2. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [4. 2. 5. 1. 5. 3. 9. 1. 3. 6.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [1. 0. 1. 0. 0. 1. 0. 1. 1. 1.]
 [3. 1. 2. 0. 6. 1. 2. 0. 4. 3.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]",80
6,"['0.9676', '0.9723', '0.8248', '0.8170', '0.8358', '0.4844', '0.9563', '0.7313', '0.3735', '0.7689']","['0.7849', '0.8618', '0.8123', '0.8514', '0.6981', '0.8172', '0.6394', '0.9215', '0.8955', '0.6941']","['0.9676', '0.9723', '0.8248', '0.8170', '0.8358', '0.4844', '0.9563', '0.7313', '0.3735', '0.7689']","['0.8667', '0.9137', '0.8185', '0.8338', '0.7608', '0.6082', '0.7664', '0.8154', '0.5272', '0.7296']","['0.9676', '0.9723', '0.8248', '0.8170', '0.8358', '0.4844', '0.9563', '0.7313', '0.3735', '0.7689']","['0.9701', '0.9800', '0.9782', '0.9843', '0.9621', '0.9897', '0.9414', '0.9928', '0.9952', '0.9615']","[[686, 1, 2, 1, 0, 0, 19, 0, 0, 0], [0, 773, 0, 4, 0, 1, 10, 0, 5, 2], [12, 6, 593, 7, 17, 0, 61, 7, 11, 5], [5, 12, 38, 567, 0, 45, 4, 5, 10, 8], [2, 3, 0, 0, 555, 0, 41, 0, 0, 63], [70, 31, 4, 55, 25, 295, 92, 2, 2, 33], [12, 3, 12, 1, 1, 1, 656, 0, 0, 0], [36, 29, 41, 16, 7, 5, 1, 528, 2, 57], [30, 34, 36, 11, 98, 7, 129, 12, 257, 74], [21, 5, 4, 4, 92, 7, 13, 19, 0, 549]]","[8, 3, 6, 0, 1, 7, 3, 2, 0, 8, 6, 5, 2, 5, 5, 3]","[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 8, 5, 5, 5, 5]","[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.]
 [ 1.  2.  1.  1.  0.  1.  0.  0.  2.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 6.  3.  6.  4.  5.  5. 11.  2.  5.  6.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 1.  0.  1.  0.  0.  1.  0.  1.  1.  1.]
 [ 3.  1.  2.  0.  6.  2.  2.  0.  4.  3.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",96
7,"['0.9097', '0.8063', '0.7622', '0.9063', '0.8991', '0.4368', '0.9694', '0.7645', '0.6308', '0.6415']","['0.9149', '0.9923', '0.8768', '0.7132', '0.6187', '0.8779', '0.6507', '0.9340', '0.6411', '0.7842']","['0.9097', '0.8063', '0.7622', '0.9063', '0.8991', '0.4368', '0.9694', '0.7645', '0.6308', '0.6415']","['0.9123', '0.8897', '0.8155', '0.7982', '0.7330', '0.5833', '0.7787', '0.8408', '0.6359', '0.7057']","['0.9097', '0.8063', '0.7622', '0.9063', '0.8991', '0.4368', '0.9694', '0.7645', '0.6308', '0.6415']","['0.9905', '0.9992', '0.9877', '0.9599', '0.9419', '0.9942', '0.9435', '0.9938', '0.9615', '0.9800']","[[645, 0, 2, 10, 0, 1, 48, 0, 3, 0], [0, 641, 2, 5, 2, 0, 6, 0, 137, 2], [10, 0, 548, 40, 21, 1, 60, 7, 31, 1], [1, 1, 21, 629, 2, 13, 5, 3, 14, 5], [0, 0, 0, 0, 597, 0, 44, 0, 3, 20], [18, 1, 4, 143, 27, 266, 114, 0, 25, 11], [3, 0, 8, 3, 2, 2, 665, 0, 3, 0], [9, 3, 29, 23, 17, 5, 1, 552, 22, 61], [9, 0, 8, 22, 110, 6, 63, 10, 434, 26], [10, 0, 3, 7, 187, 9, 16, 19, 5, 458]]","[7, 0, 1, 8, 2, 3, 1, 0, 3, 6, 1, 2, 9, 7, 0, 1]","[3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5]","[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.]
 [ 2.  3.  1.  1.  0.  1.  0.  1.  2.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 8.  6.  8.  6.  5.  5. 12.  3.  6.  7.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 1.  0.  1.  0.  0.  1.  0.  1.  1.  1.]
 [ 3.  1.  2.  0.  6.  2.  2.  0.  4.  3.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",112
8,"['0.9859', '0.9774', '0.7886', '0.8602', '0.8870', '0.2890', '0.9184', '0.8850', '0.5145', '0.6611']","['0.6521', '0.8962', '0.8887', '0.7713', '0.6686', '0.8670', '0.8456', '0.7850', '0.8784', '0.7828']","['0.9859', '0.9774', '0.7886', '0.8602', '0.8870', '0.2890', '0.9184', '0.8850', '0.5145', '0.6611']","['0.7850', '0.9350', '0.8357', '0.8134', '0.7625', '0.4335', '0.8805', '0.8320', '0.6489', '0.7168']","['0.9859', '0.9774', '0.7886', '0.8602', '0.8870', '0.2890', '0.9184', '0.8850', '0.5145', '0.6611']","['0.9407', '0.9855', '0.9887', '0.9719', '0.9539', '0.9958', '0.9818', '0.9721', '0.9922', '0.9792']","[[699, 1, 1, 4, 0, 0, 3, 0, 1, 0], [0, 777, 1, 4, 0, 0, 1, 1, 9, 2], [20, 6, 567, 31, 14, 0, 27, 30, 20, 4], [16, 6, 24, 597, 1, 18, 1, 17, 9, 5], [3, 7, 1, 0, 589, 0, 22, 1, 0, 41], [196, 28, 3, 96, 30, 176, 39, 16, 8, 17], [23, 4, 16, 7, 5, 0, 630, 0, 1, 0], [22, 15, 13, 6, 8, 0, 0, 639, 1, 18], [66, 22, 10, 25, 100, 7, 20, 40, 354, 44], [27, 1, 2, 4, 134, 2, 2, 70, 0, 472]]","[7, 8, 2, 9, 4, 7, 7, 1, 5, 1, 9, 4, 1, 0, 2, 8]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5]","[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.]
 [ 2.  3.  1.  1.  0.  1.  0.  1.  2.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 9.  8. 10.  6.  7.  6. 12.  6.  8.  9.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 1.  0.  1.  0.  0.  1.  0.  1.  1.  1.]
 [ 3.  2.  2.  0.  6.  2.  2.  0.  4.  3.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",128
9,"['0.9817', '0.9660', '0.7677', '0.8545', '0.8238', '0.5632', '0.9592', '0.8615', '0.5174', '0.7899']","['0.7623', '0.9078', '0.9309', '0.8557', '0.6986', '0.7921', '0.7581', '0.8711', '0.8396', '0.7694']","['0.9817', '0.9660', '0.7677', '0.8545', '0.8238', '0.5632', '0.9592', '0.8615', '0.5174', '0.7899']","['0.8582', '0.9360', '0.8415', '0.8551', '0.7560', '0.6583', '0.8468', '0.8663', '0.6403', '0.7795']","['0.9817', '0.9660', '0.7677', '0.8545', '0.8238', '0.5632', '0.9592', '0.8615', '0.5174', '0.7899']","['0.9655', '0.9874', '0.9935', '0.9841', '0.9628', '0.9859', '0.9667', '0.9853', '0.9892', '0.9731']","[[696, 1, 1, 4, 0, 1, 5, 0, 1, 0], [0, 768, 0, 3, 0, 2, 7, 0, 13, 2], [24, 6, 552, 23, 15, 0, 52, 20, 22, 5], [8, 5, 16, 593, 0, 45, 4, 11, 7, 5], [2, 5, 0, 0, 547, 0, 39, 1, 0, 70], [89, 28, 2, 42, 13, 343, 44, 6, 24, 18], [18, 1, 3, 2, 2, 2, 658, 0, 0, 0], [25, 15, 12, 12, 6, 2, 0, 622, 1, 27], [28, 14, 5, 10, 137, 28, 49, 19, 356, 42], [23, 3, 2, 4, 63, 10, 10, 35, 0, 564]]","[5, 1, 5, 1, 2, 9, 6, 4, 2, 0, 1, 3, 5, 1, 3, 8]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 8]","[[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.]
 [ 2.  4.  1.  1.  0.  1.  0.  1.  2.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [10. 11. 12.  8.  8.  9. 13.  6.  8. 10.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 1.  0.  1.  0.  0.  1.  0.  1.  1.  1.]
 [ 3.  2.  2.  0.  6.  2.  2.  0.  5.  3.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",144
