cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations
0,"['0.1920', '0.9191', '0.0000', '0.0000', '0.8417', '0.6280', '0.0100', '0.0000', '0.2760', '0.3804']","['0.6734', '0.5235', '0.0000', '0.0000', '0.1922', '0.4071', '0.2692', '0.0000', '0.1655', '0.8395']","['0.1920', '0.9191', '0.0000', '0.0000', '0.8417', '0.6280', '0.0100', '0.0000', '0.2760', '0.3804']","['0.2988', '0.6670', '0.0000', '0.0000', '0.3129', '0.4939', '0.0192', '0.0000', '0.2069', '0.5236']","['0.1920', '0.9191', '0.0000', '0.0000', '0.8417', '0.6280', '0.0100', '0.0000', '0.2760', '0.3804']","['0.9897', '0.9082', '1.0000', '1.0000', '0.6218', '0.8959', '0.9970', '1.0000', '0.8447', '0.9917']","[[134, 76, 0, 0, 362, 92, 14, 0, 20, 0], [10, 636, 0, 0, 33, 9, 1, 0, 3, 0], [7, 20, 0, 0, 474, 107, 1, 0, 81, 0], [21, 364, 0, 0, 239, 64, 0, 0, 14, 0], [2, 20, 0, 0, 569, 54, 0, 0, 31, 0], [0, 28, 0, 0, 25, 449, 3, 0, 182, 28], [24, 40, 0, 0, 407, 150, 7, 0, 74, 0], [0, 22, 0, 0, 201, 106, 0, 0, 355, 23], [0, 9, 0, 0, 448, 51, 0, 0, 194, 1], [1, 0, 0, 0, 203, 21, 0, 0, 218, 272]]",-1,-1,-1,-1
1,"['0.5272', '0.8960', '0.3971', '0.0442', '0.3669', '0.4126', '0.0100', '0.8105', '0.6330', '0.8923']","['0.4920', '0.5232', '0.3486', '0.7381', '0.5210', '0.2872', '0.4375', '0.4270', '0.7739', '0.7945']","['0.5272', '0.8960', '0.3971', '0.0442', '0.3669', '0.4126', '0.0100', '0.8105', '0.6330', '0.8923']","['0.5090', '0.6606', '0.3713', '0.0833', '0.4306', '0.3387', '0.0195', '0.5593', '0.6964', '0.8406']","['0.5272', '0.8960', '0.3971', '0.0442', '0.3669', '0.4126', '0.0100', '0.8105', '0.6330', '0.8923']","['0.9397', '0.9104', '0.9189', '0.9983', '0.9639', '0.8835', '0.9986', '0.8778', '0.9794', '0.9737']","[[368, 111, 53, 3, 6, 125, 3, 14, 13, 2], [23, 620, 4, 0, 5, 38, 1, 1, 0, 0], [31, 18, 274, 1, 120, 144, 3, 47, 49, 3], [148, 360, 21, 31, 16, 110, 0, 15, 1, 0], [56, 24, 232, 0, 248, 63, 2, 22, 28, 1], [0, 0, 0, 0, 0, 295, 0, 381, 3, 36], [122, 52, 171, 7, 72, 186, 7, 47, 35, 3], [0, 0, 0, 0, 0, 21, 0, 573, 1, 112], [0, 0, 31, 0, 9, 40, 0, 170, 445, 8], [0, 0, 0, 0, 0, 5, 0, 72, 0, 638]]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",16
2,"['0.6375', '0.9075', '0.2275', '0.1524', '0.6642', '0.6434', '0.0570', '0.7539', '0.7511', '0.9245']","['0.4955', '0.5964', '0.3481', '0.7985', '0.4134', '0.4651', '0.3101', '0.6679', '0.8341', '0.7973']","['0.6375', '0.9075', '0.2275', '0.1524', '0.6642', '0.6434', '0.0570', '0.7539', '0.7511', '0.9245']","['0.5576', '0.7198', '0.2752', '0.2560', '0.5096', '0.5399', '0.0963', '0.7083', '0.7904', '0.8562']","['0.6375', '0.9075', '0.2275', '0.1524', '0.6642', '0.6434', '0.0570', '0.7539', '0.7511', '0.9245']","['0.9281', '0.9326', '0.9534', '0.9957', '0.8993', '0.9158', '0.9859', '0.9579', '0.9833', '0.9733']","[[445, 78, 42, 10, 26, 56, 26, 0, 14, 1], [35, 628, 3, 4, 13, 7, 1, 0, 1, 0], [18, 16, 157, 0, 328, 98, 39, 1, 33, 0], [212, 276, 7, 107, 50, 40, 8, 0, 2, 0], [45, 14, 88, 2, 449, 49, 13, 0, 16, 0], [0, 1, 0, 4, 0, 460, 0, 188, 11, 51], [143, 39, 115, 2, 205, 131, 40, 1, 24, 2], [0, 0, 0, 0, 0, 61, 0, 533, 3, 110], [0, 1, 39, 4, 15, 76, 2, 34, 528, 4], [0, 0, 0, 1, 0, 11, 0, 41, 1, 661]]","[6, 8, 2, 2, 2, 4, 2, 2, 4, 3, 2, 4, 4, 6, 0, 2]","[6, 8, 2, 2, 2, 4, 2, 2, 4, 3, 2, 4, 4, 6, 0, 2]","[[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  7.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  4.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",32
3,"['0.6074', '0.8931', '0.7043', '0.5840', '0.0133', '0.5846', '0.1496', '0.8246', '0.7937', '0.9315']","['0.5777', '0.8454', '0.3148', '0.7374', '0.2812', '0.6193', '0.2800', '0.6819', '0.8442', '0.7957']","['0.6074', '0.8931', '0.7043', '0.5840', '0.0133', '0.5846', '0.1496', '0.8246', '0.7937', '0.9315']","['0.5922', '0.8686', '0.4351', '0.6518', '0.0254', '0.6014', '0.1950', '0.7465', '0.8182', '0.8582']","['0.6074', '0.8931', '0.7043', '0.5840', '0.0133', '0.5846', '0.1496', '0.8246', '0.7937', '0.9315']","['0.9508', '0.9821', '0.8323', '0.9768', '0.9964', '0.9591', '0.9571', '0.9568', '0.9836', '0.9728']","[[424, 22, 77, 61, 2, 28, 69, 0, 14, 1], [16, 618, 11, 32, 2, 2, 10, 0, 1, 0], [10, 9, 486, 6, 8, 32, 109, 0, 29, 1], [116, 61, 62, 410, 0, 23, 27, 0, 3, 0], [37, 10, 529, 11, 9, 20, 46, 0, 14, 0], [1, 0, 0, 3, 0, 418, 0, 200, 16, 77], [130, 11, 326, 31, 8, 66, 105, 1, 24, 0], [0, 0, 0, 0, 0, 35, 0, 583, 1, 88], [0, 0, 53, 2, 3, 46, 9, 28, 558, 4], [0, 0, 0, 0, 0, 5, 0, 43, 1, 666]]","[8, 0, 2, 8, 4, 2, 8, 8, 0, 8, 6, 0, 6, 8, 8, 6]","[8, 0, 2, 8, 4, 2, 8, 8, 0, 8, 6, 0, 6, 8, 8, 6]","[[ 4.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  9.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  5.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  5.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  8.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",48
4,"['0.7049', '0.9118', '0.7188', '0.3775', '0.0680', '0.6741', '0.1538', '0.7907', '0.8819', '0.9189']","['0.5268', '0.7957', '0.3316', '0.8660', '0.3151', '0.7162', '0.2983', '0.7434', '0.8367', '0.8243']","['0.7049', '0.9118', '0.7188', '0.3775', '0.0680', '0.6741', '0.1538', '0.7907', '0.8819', '0.9189']","['0.6029', '0.8498', '0.4538', '0.5258', '0.1119', '0.6945', '0.2030', '0.7663', '0.8587', '0.8690']","['0.7049', '0.9118', '0.7188', '0.3775', '0.0680', '0.6741', '0.1538', '0.7907', '0.8819', '0.9189']","['0.9299', '0.9743', '0.8415', '0.9935', '0.9842', '0.9696', '0.9597', '0.9693', '0.9808', '0.9777']","[[492, 14, 70, 15, 10, 18, 66, 0, 13, 0], [25, 631, 9, 11, 11, 1, 3, 0, 1, 0], [11, 4, 496, 3, 26, 8, 110, 0, 32, 0], [202, 124, 54, 265, 27, 10, 17, 0, 3, 0], [38, 8, 508, 3, 46, 6, 53, 0, 14, 0], [1, 3, 0, 1, 0, 482, 0, 134, 24, 70], [162, 7, 333, 7, 23, 35, 108, 0, 27, 0], [0, 0, 0, 0, 0, 75, 0, 559, 4, 69], [3, 1, 26, 1, 3, 32, 5, 11, 620, 1], [0, 1, 0, 0, 0, 6, 0, 48, 3, 657]]","[6, 0, 3, 2, 2, 3, 0, 0, 0, 0, 6, 0, 8, 0, 8, 2]","[6, 0, 3, 2, 2, 3, 0, 0, 0, 0, 6, 0, 8, 0, 8, 2]","[[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 12.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  3.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  5.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  7.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. 10.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",64
5,"['0.7951', '0.9277', '0.6464', '0.4330', '0.1746', '0.6629', '0.1453', '0.8260', '0.8691', '0.9217']","['0.5201', '0.7801', '0.3484', '0.8352', '0.4140', '0.7848', '0.3377', '0.7364', '0.8868', '0.8310']","['0.7951', '0.9277', '0.6464', '0.4330', '0.1746', '0.6629', '0.1453', '0.8260', '0.8691', '0.9217']","['0.6289', '0.8475', '0.4528', '0.5704', '0.2456', '0.7187', '0.2032', '0.7787', '0.8779', '0.8740']","['0.7951', '0.9277', '0.6464', '0.4330', '0.1746', '0.6629', '0.1453', '0.8260', '0.8691', '0.9217']","['0.9188', '0.9713', '0.8678', '0.9905', '0.9736', '0.9793', '0.9682', '0.9668', '0.9876', '0.9787']","[[555, 21, 43, 32, 5, 15, 19, 0, 8, 0], [19, 642, 3, 10, 15, 1, 1, 0, 1, 0], [20, 7, 446, 3, 80, 2, 113, 0, 19, 0], [196, 129, 37, 304, 12, 11, 10, 0, 3, 0], [55, 11, 425, 4, 118, 4, 53, 0, 6, 0], [3, 3, 0, 0, 0, 474, 0, 150, 24, 61], [211, 9, 290, 10, 50, 16, 102, 0, 14, 0], [0, 0, 0, 0, 0, 51, 0, 584, 1, 71], [8, 1, 36, 1, 5, 26, 4, 9, 611, 2], [0, 0, 0, 0, 0, 4, 0, 50, 2, 659]]","[8, 3, 6, 2, 2, 1, 1, 0, 8, 5, 0, 2, 3, 2, 5, 0]","[8, 3, 6, 2, 2, 1, 8, 0, 8, 5, 0, 2, 3, 2, 5, 0]","[[14.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 16.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  5.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  5.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  2.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  0. 12.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",80
6,"['0.7650', '0.9061', '0.7609', '0.6011', '0.0533', '0.6643', '0.1239', '0.8755', '0.9317', '0.8741']","['0.5966', '0.9100', '0.3300', '0.8053', '0.4557', '0.8275', '0.3480', '0.7123', '0.8127', '0.8645']","['0.7650', '0.9061', '0.7609', '0.6011', '0.0533', '0.6643', '0.1239', '0.8755', '0.9317', '0.8741']","['0.6704', '0.9080', '0.4603', '0.6884', '0.0954', '0.7370', '0.1828', '0.7855', '0.8681', '0.8693']","['0.7650', '0.9061', '0.7609', '0.6011', '0.0533', '0.6643', '0.1239', '0.8755', '0.9317', '0.8741']","['0.9427', '0.9902', '0.8311', '0.9838', '0.9932', '0.9842', '0.9741', '0.9603', '0.9760', '0.9844']","[[534, 8, 63, 47, 1, 13, 14, 0, 18, 0], [12, 627, 11, 27, 12, 1, 1, 0, 1, 0], [9, 5, 525, 4, 15, 2, 89, 0, 41, 0], [129, 33, 90, 422, 8, 6, 11, 0, 3, 0], [26, 8, 536, 5, 36, 3, 45, 0, 17, 0], [0, 3, 0, 0, 0, 475, 0, 155, 28, 54], [183, 4, 351, 17, 7, 11, 87, 0, 42, 0], [0, 0, 0, 0, 0, 45, 0, 619, 0, 43], [2, 1, 15, 2, 0, 14, 3, 10, 655, 1], [0, 0, 0, 0, 0, 4, 0, 85, 1, 625]]","[5, 0, 1, 8, 8, 8, 8, 2, 2, 1, 3, 3, 2, 3, 8, 8]","[5, 0, 1, 8, 8, 8, 8, 2, 2, 1, 3, 8, 2, 3, 8, 8]","[[15.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  3.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 19.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  7.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  5.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  1.  0.  1.  0.  0.  0.  0. 18.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",96
7,"['0.5917', '0.9668', '0.7812', '0.4046', '0.1538', '0.5804', '0.0940', '0.8685', '0.8563', '0.9315']","['0.7763', '0.5660', '0.3632', '0.5657', '0.5943', '0.7601', '0.3420', '0.6891', '0.8840', '0.8182']","['0.5917', '0.9668', '0.7812', '0.4046', '0.1538', '0.5804', '0.0940', '0.8685', '0.8563', '0.9315']","['0.6715', '0.7140', '0.4959', '0.4718', '0.2444', '0.6582', '0.1475', '0.7685', '0.8699', '0.8712']","['0.5917', '0.9668', '0.7812', '0.4046', '0.1538', '0.5804', '0.0940', '0.8685', '0.8563', '0.9315']","['0.9811', '0.9187', '0.8502', '0.9654', '0.9888', '0.9792', '0.9798', '0.9560', '0.9875', '0.9765']","[[413, 71, 46, 109, 2, 21, 22, 0, 14, 0], [1, 669, 7, 9, 4, 1, 0, 0, 1, 0], [5, 17, 539, 7, 29, 5, 66, 0, 21, 1], [12, 315, 53, 284, 24, 6, 5, 0, 3, 0], [0, 48, 454, 20, 104, 10, 32, 0, 8, 0], [0, 7, 0, 0, 0, 415, 0, 217, 8, 68], [101, 46, 353, 67, 12, 34, 66, 0, 23, 0], [0, 1, 0, 0, 0, 16, 0, 614, 0, 76], [0, 6, 32, 6, 0, 37, 2, 15, 602, 3], [0, 2, 0, 0, 0, 1, 0, 45, 1, 666]]","[0, 2, 2, 1, 4, 4, 0, 3, 0, 6, 4, 3, 0, 8, 0, 1]","[0, 2, 2, 1, 4, 4, 0, 3, 0, 6, 4, 3, 0, 8, 0, 1]","[[20.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 21.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  9.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  9.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  1.  0.  1.  0.  0.  0.  0. 19.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",112
8,"['0.6332', '0.9364', '0.8522', '0.5342', '0.0030', '0.7748', '0.1652', '0.7412', '0.8663', '0.9371']","['0.6779', '0.8318', '0.3037', '0.7796', '0.3333', '0.8135', '0.3295', '0.8062', '0.9103', '0.8438']","['0.6332', '0.9364', '0.8522', '0.5342', '0.0030', '0.7748', '0.1652', '0.7412', '0.8663', '0.9371']","['0.6548', '0.8810', '0.4478', '0.6340', '0.0059', '0.7937', '0.2201', '0.7723', '0.8878', '0.8880']","['0.6332', '0.9364', '0.8522', '0.5342', '0.0030', '0.7748', '0.1652', '0.7412', '0.8663', '0.9371']","['0.9667', '0.9792', '0.7864', '0.9832', '0.9994', '0.9798', '0.9625', '0.9800', '0.9905', '0.9803']","[[442, 14, 112, 46, 1, 3, 73, 0, 7, 0], [2, 648, 19, 14, 1, 0, 7, 0, 1, 0], [3, 6, 588, 4, 0, 0, 81, 0, 8, 0], [76, 85, 145, 375, 0, 0, 19, 0, 2, 0], [3, 8, 596, 13, 2, 0, 49, 0, 5, 0], [0, 6, 0, 1, 0, 554, 2, 87, 22, 43], [118, 10, 421, 25, 2, 1, 116, 0, 9, 0], [0, 0, 0, 0, 0, 100, 0, 524, 4, 79], [8, 2, 55, 3, 0, 13, 5, 6, 609, 2], [0, 0, 0, 0, 0, 10, 0, 33, 2, 670]]","[8, 0, 2, 2, 2, 4, 0, 8, 4, 2, 3, 2, 3, 3, 4, 3]","[8, 0, 2, 2, 2, 4, 0, 8, 4, 2, 3, 2, 3, 3, 4, 3]","[[22.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 26.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. 13.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. 11.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  9.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  1.  0.  1.  0.  0.  0.  0. 21.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",128
9,"['0.7163', '0.9494', '0.4971', '0.5883', '0.6805', '0.6545', '0.0997', '0.8260', '0.9004', '0.9483']","['0.7215', '0.8061', '0.3975', '0.7297', '0.4368', '0.9052', '0.4142', '0.7392', '0.8953', '0.8198']","['0.7163', '0.9494', '0.4971', '0.5883', '0.6805', '0.6545', '0.0997', '0.8260', '0.9004', '0.9483']","['0.7189', '0.8719', '0.4417', '0.6514', '0.5321', '0.7597', '0.1607', '0.7802', '0.8979', '0.8794']","['0.7163', '0.9494', '0.4971', '0.5883', '0.6805', '0.6545', '0.0997', '0.8260', '0.9004', '0.9483']","['0.9694', '0.9750', '0.9176', '0.9757', '0.9062', '0.9922', '0.9843', '0.9673', '0.9882', '0.9763']","[[500, 34, 60, 67, 17, 5, 5, 0, 10, 0], [1, 657, 0, 17, 16, 0, 0, 0, 1, 0], [5, 12, 343, 5, 260, 0, 52, 0, 13, 0], [42, 79, 36, 413, 123, 0, 6, 0, 3, 0], [4, 5, 148, 17, 460, 1, 36, 0, 5, 0], [0, 9, 0, 0, 0, 468, 0, 164, 20, 54], [137, 15, 243, 45, 171, 0, 70, 0, 21, 0], [0, 0, 0, 0, 0, 30, 0, 584, 0, 93], [3, 4, 33, 2, 6, 12, 0, 8, 633, 2], [1, 0, 0, 0, 0, 1, 0, 34, 1, 678]]","[4, 3, 4, 1, 6, 4, 3, 3, 3, 4, 4, 4, 4, 8, 3, 0]","[4, 3, 4, 1, 6, 4, 3, 3, 3, 4, 4, 4, 4, 8, 3, 0]","[[23.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  6.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 26.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. 18.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. 18.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. 10.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
 [ 0.  1.  0.  1.  0.  0.  0.  0. 22.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]]",144
