cycle,accuracy_per_class,precision_per_class,recall_per_class,f1_score_per_class,sensitivity_per_class,specificity_per_class,confusion_matrix,oracle_label,ground_truth_label,oracle_confusion_matrix,oracle_iterations
0,"['0.0000', '0.0099', '0.2108', '0.0000', '0.0017', '0.0049', '0.4834', '0.0498', '0.7652', '0.0615']","['0.0000', '0.3750', '0.1330', '0.0000', '0.2500', '0.1200', '0.1728', '0.1087', '0.1529', '0.3077']","['0.0000', '0.0099', '0.2108', '0.0000', '0.0017', '0.0049', '0.4834', '0.0498', '0.7652', '0.0615']","['0.0000', '0.0192', '0.1631', '0.0000', '0.0033', '0.0094', '0.2546', '0.0683', '0.2549', '0.1026']","['0.0000', '0.0099', '0.2108', '0.0000', '0.0017', '0.0049', '0.4834', '0.0498', '0.7652', '0.0615']","['1.0000', '0.9981', '0.8546', '1.0000', '0.9994', '0.9959', '0.7409', '0.9544', '0.5361', '0.9850']","[[0, 1, 55, 0, 0, 0, 91, 29, 431, 4], [0, 6, 122, 0, 0, 1, 102, 19, 348, 10], [0, 2, 121, 0, 0, 5, 180, 33, 229, 4], [0, 1, 112, 0, 0, 2, 223, 31, 232, 10], [0, 0, 139, 0, 1, 3, 273, 28, 151, 5], [0, 0, 54, 0, 0, 3, 184, 22, 342, 7], [0, 1, 113, 0, 1, 8, 292, 27, 154, 8], [0, 3, 79, 0, 0, 1, 193, 30, 270, 27], [0, 0, 35, 0, 0, 2, 74, 22, 453, 6], [0, 2, 80, 0, 2, 0, 78, 35, 352, 36]]",-1,-1,-1,-1
1,"['0.0016', '0.2039', '0.0505', '0.0000', '0.1317', '0.0850', '0.6242', '0.0514', '0.5135', '0.3043']","['0.1429', '0.2160', '0.1142', '0.0000', '0.1314', '0.1970', '0.1864', '0.1095', '0.2308', '0.2653']","['0.0016', '0.2039', '0.0505', '0.0000', '0.1317', '0.0850', '0.6242', '0.0514', '0.5135', '0.3043']","['0.0032', '0.2098', '0.0700', '0.0000', '0.1316', '0.1187', '0.2871', '0.0700', '0.3185', '0.2834']","['0.0016', '0.2039', '0.0505', '0.0000', '0.1317', '0.0850', '0.6242', '0.0514', '0.5135', '0.3043']","['0.9989', '0.9165', '0.9585', '0.9987', '0.9033', '0.9607', '0.6951', '0.9533', '0.8127', '0.9090']","[[1, 51, 13, 1, 43, 14, 84, 86, 259, 59], [0, 124, 31, 0, 62, 25, 120, 5, 156, 85], [3, 44, 29, 3, 84, 19, 236, 60, 73, 23], [0, 38, 40, 0, 64, 37, 278, 28, 71, 55], [2, 33, 29, 0, 79, 19, 352, 19, 35, 32], [0, 45, 21, 0, 52, 52, 225, 14, 171, 32], [0, 36, 19, 1, 54, 46, 377, 18, 20, 33], [0, 52, 38, 2, 74, 22, 203, 31, 84, 97], [1, 59, 17, 0, 26, 15, 79, 14, 304, 77], [0, 92, 17, 0, 63, 15, 68, 8, 144, 178]]","[6, 1, 8, 9, 5, 9, 8, 1, 4, 2, 9, 4, 1, 4, 2, 4]","[6, 1, 8, 9, 5, 9, 8, 1, 4, 2, 9, 4, 1, 4, 2, 4]","[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 2. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 3.]]",16
2,"['0.0524', '0.2105', '0.3606', '0.0327', '0.0850', '0.2614', '0.2616', '0.0249', '0.3750', '0.3299']","['0.3404', '0.2362', '0.1463', '0.1786', '0.1175', '0.1954', '0.1775', '0.0806', '0.2846', '0.2651']","['0.0524', '0.2105', '0.3606', '0.0327', '0.0850', '0.2614', '0.2616', '0.0249', '0.3750', '0.3299']","['0.0908', '0.2226', '0.2081', '0.0553', '0.0986', '0.2236', '0.2115', '0.0380', '0.3236', '0.2940']","['0.0524', '0.2105', '0.3606', '0.0327', '0.0850', '0.2614', '0.2616', '0.0249', '0.3750', '0.3299']","['0.9885', '0.9232', '0.7774', '0.9829', '0.9291', '0.8777', '0.8643', '0.9683', '0.8968', '0.9012']","[[32, 54, 42, 15, 37, 54, 48, 69, 180, 80], [0, 128, 105, 0, 43, 91, 44, 8, 84, 105], [27, 28, 207, 26, 38, 67, 97, 25, 37, 22], [6, 25, 178, 20, 47, 106, 135, 17, 35, 42], [7, 24, 266, 9, 51, 62, 129, 7, 16, 29], [7, 38, 118, 15, 41, 160, 110, 8, 87, 28], [5, 14, 254, 11, 33, 79, 158, 8, 5, 37], [4, 58, 148, 9, 64, 75, 104, 15, 28, 98], [4, 91, 35, 1, 22, 74, 33, 16, 222, 94], [2, 82, 62, 6, 58, 51, 32, 13, 86, 193]]","[2, 0, 2, 5, 5, 3, 5, 3, 2, 5, 4, 9, 1, 2, 4, 3]","[2, 0, 2, 5, 5, 3, 5, 3, 2, 5, 4, 9, 1, 2, 4, 3]","[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 6. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 3. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 6. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 5. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 2. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 4.]]",32
3,"['0.2160', '0.2023', '0.2404', '0.0507', '0.1567', '0.1993', '0.3940', '0.0481', '0.5270', '0.3265']","['0.3646', '0.3045', '0.1679', '0.2153', '0.1514', '0.1921', '0.2404', '0.1946', '0.2600', '0.2838']","['0.2160', '0.2023', '0.2404', '0.0507', '0.1567', '0.1993', '0.3940', '0.0481', '0.5270', '0.3265']","['0.2713', '0.2431', '0.1977', '0.0821', '0.1540', '0.1957', '0.2986', '0.0771', '0.3482', '0.3037']","['0.2160', '0.2023', '0.2404', '0.0507', '0.1567', '0.1993', '0.3940', '0.0481', '0.5270', '0.3265']","['0.9573', '0.9479', '0.8739', '0.9790', '0.9024', '0.9048', '0.8606', '0.9778', '0.8358', '0.9110']","[[132, 29, 28, 9, 34, 29, 26, 30, 238, 56], [11, 123, 44, 5, 56, 67, 42, 12, 157, 91], [64, 19, 138, 18, 66, 61, 113, 15, 58, 22], [25, 27, 113, 31, 75, 89, 130, 13, 63, 45], [20, 17, 149, 8, 94, 61, 184, 4, 28, 35], [25, 31, 74, 19, 58, 122, 112, 16, 127, 28], [19, 13, 117, 13, 83, 71, 238, 7, 9, 34], [20, 43, 95, 17, 86, 55, 92, 29, 65, 101], [32, 44, 25, 5, 22, 45, 24, 13, 312, 70], [14, 58, 39, 19, 47, 35, 29, 10, 143, 191]]","[8, 2, 4, 2, 2, 2, 0, 0, 0, 8, 0, 2, 2, 5, 7, 8]","[8, 2, 4, 2, 2, 2, 0, 0, 0, 8, 0, 2, 2, 5, 7, 8]","[[ 5.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  4.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 12.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  3.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  7.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  6.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  5.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  4.]]",48
4,"['0.2946', '0.3257', '0.3833', '0.0589', '0.1217', '0.2075', '0.3394', '0.0945', '0.2770', '0.3026']","['0.3448', '0.2870', '0.1639', '0.2209', '0.1496', '0.2365', '0.2625', '0.1447', '0.3287', '0.3031']","['0.2946', '0.3257', '0.3833', '0.0589', '0.1217', '0.2075', '0.3394', '0.0945', '0.2770', '0.3026']","['0.3177', '0.3051', '0.2296', '0.0930', '0.1342', '0.2211', '0.2960', '0.1143', '0.3006', '0.3028']","['0.2946', '0.3257', '0.3833', '0.0589', '0.1217', '0.2075', '0.3394', '0.0945', '0.2770', '0.3026']","['0.9365', '0.9088', '0.7932', '0.9764', '0.9231', '0.9239', '0.8933', '0.9376', '0.9381', '0.9248']","[[180, 42, 63, 7, 20, 34, 22, 90, 94, 59], [38, 198, 68, 6, 36, 47, 31, 25, 67, 92], [54, 45, 220, 22, 46, 41, 84, 35, 11, 16], [23, 54, 187, 36, 44, 77, 100, 38, 21, 31], [27, 33, 235, 5, 73, 42, 136, 21, 7, 21], [33, 37, 134, 23, 46, 127, 92, 41, 55, 24], [9, 29, 211, 15, 45, 56, 205, 11, 2, 21], [28, 64, 141, 23, 91, 52, 67, 57, 13, 67], [107, 78, 27, 9, 34, 31, 22, 44, 164, 76], [23, 110, 56, 17, 53, 30, 22, 32, 65, 177]]","[0, 2, 0, 1, 0, 0, 8, 1, 2, 0, 8, 8, 6, 0, 8, 2]","[0, 2, 0, 1, 0, 0, 8, 1, 2, 0, 8, 0, 6, 0, 8, 2]","[[11.  0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  6.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 15.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  3.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  7.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  6.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  8.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  4.]]",64
5,"['0.2602', '0.2615', '0.2596', '0.0622', '0.1067', '0.2320', '0.4768', '0.1542', '0.4223', '0.2530']","['0.3813', '0.2983', '0.1572', '0.2111', '0.1325', '0.2236', '0.2756', '0.1722', '0.3125', '0.3532']","['0.2602', '0.2615', '0.2596', '0.0622', '0.1067', '0.2320', '0.4768', '0.1542', '0.4223', '0.2530']","['0.3093', '0.2787', '0.1958', '0.0961', '0.1182', '0.2277', '0.3493', '0.1627', '0.3592', '0.2948']","['0.2602', '0.2615', '0.2596', '0.0622', '0.1067', '0.2320', '0.4768', '0.1542', '0.4223', '0.2530']","['0.9521', '0.9306', '0.8527', '0.9737', '0.9224', '0.9085', '0.8597', '0.9172', '0.8983', '0.9500']","[[159, 28, 57, 6, 20, 36, 27, 100, 146, 32], [21, 159, 55, 5, 35, 55, 35, 26, 138, 79], [50, 36, 149, 29, 44, 59, 121, 58, 19, 9], [25, 52, 127, 38, 49, 92, 125, 43, 33, 27], [20, 31, 151, 11, 64, 49, 204, 47, 12, 11], [28, 24, 113, 25, 42, 142, 103, 49, 65, 21], [3, 19, 130, 22, 37, 60, 288, 26, 4, 15], [26, 36, 91, 21, 115, 69, 86, 93, 29, 37], [69, 51, 30, 7, 32, 41, 18, 54, 250, 40], [16, 97, 45, 16, 45, 32, 38, 44, 104, 148]]","[8, 2, 3, 2, 9, 2, 0, 8, 8, 0, 9, 0, 2, 1, 5, 0]","[8, 2, 2, 2, 9, 2, 0, 8, 8, 0, 9, 0, 2, 1, 0, 0]","[[15.  0.  0.  0.  0.  1.  0.  0.  1.  0.]
 [ 0.  7.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 19.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  3.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  7.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  6.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. 11.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  6.]]",80
6,"['0.1915', '0.2599', '0.3763', '0.0573', '0.1667', '0.1928', '0.2864', '0.1161', '0.5270', '0.2906']","['0.4517', '0.2777', '0.1492', '0.1913', '0.1684', '0.2554', '0.2903', '0.2053', '0.3000', '0.3346']","['0.1915', '0.2599', '0.3763', '0.0573', '0.1667', '0.1928', '0.2864', '0.1161', '0.5270', '0.2906']","['0.2690', '0.2685', '0.2136', '0.0882', '0.1675', '0.2197', '0.2883', '0.1483', '0.3824', '0.3111']","['0.1915', '0.2599', '0.3763', '0.0573', '0.1667', '0.1928', '0.2864', '0.1161', '0.5270', '0.2906']","['0.9737', '0.9238', '0.7729', '0.9725', '0.9085', '0.9362', '0.9216', '0.9498', '0.8654', '0.9376']","[[117, 34, 87, 5, 24, 18, 16, 71, 195, 44], [4, 158, 73, 4, 34, 30, 24, 20, 178, 83], [39, 38, 216, 23, 63, 43, 65, 38, 36, 13], [17, 53, 189, 35, 63, 77, 74, 25, 45, 33], [11, 27, 246, 19, 100, 33, 102, 28, 18, 16], [14, 35, 159, 27, 52, 118, 73, 33, 82, 19], [2, 27, 237, 22, 47, 54, 173, 14, 8, 20], [12, 45, 142, 27, 133, 45, 37, 70, 42, 50], [35, 50, 38, 6, 35, 24, 12, 20, 312, 60], [8, 102, 61, 15, 43, 20, 20, 22, 124, 170]]","[6, 4, 2, 3, 8, 4, 2, 4, 4, 2, 6, 2, 0, 2, 4, 4]","[6, 4, 2, 3, 8, 4, 2, 4, 4, 2, 6, 2, 0, 2, 4, 4]","[[16.  0.  0.  0.  0.  1.  0.  0.  1.  0.]
 [ 0.  7.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 24.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  4.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. 13.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  6.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  6.]]",96
7,"['0.2128', '0.3026', '0.3275', '0.0442', '0.2233', '0.2042', '0.3344', '0.1095', '0.4797', '0.2684']","['0.4577', '0.3046', '0.1422', '0.1971', '0.1553', '0.2358', '0.3201', '0.2129', '0.3253', '0.3520']","['0.2128', '0.3026', '0.3275', '0.0442', '0.2233', '0.2042', '0.3344', '0.1095', '0.4797', '0.2684']","['0.2905', '0.3036', '0.1983', '0.0722', '0.1832', '0.2189', '0.3271', '0.1446', '0.3877', '0.3046']","['0.2128', '0.3026', '0.3275', '0.0442', '0.2233', '0.2042', '0.3344', '0.1095', '0.4797', '0.2684']","['0.9714', '0.9221', '0.7910', '0.9796', '0.8650', '0.9248', '0.9205', '0.9548', '0.8911', '0.9466']","[[130, 36, 117, 9, 32, 23, 16, 65, 148, 35], [15, 184, 51, 5, 54, 42, 23, 16, 150, 68], [33, 41, 188, 14, 108, 48, 72, 33, 25, 12], [11, 58, 173, 27, 97, 74, 73, 27, 39, 32], [11, 31, 215, 10, 134, 38, 111, 21, 16, 13], [13, 31, 166, 18, 79, 125, 66, 32, 62, 20], [3, 26, 184, 14, 82, 57, 202, 10, 7, 19], [14, 33, 133, 19, 172, 61, 35, 66, 31, 39], [43, 51, 45, 6, 47, 32, 10, 23, 284, 51], [11, 113, 50, 15, 58, 30, 23, 17, 111, 157]]","[4, 0, 0, 8, 9, 1, 7, 0, 4, 5, 0, 5, 8, 3, 3, 9]","[4, 0, 0, 8, 9, 1, 7, 0, 4, 5, 0, 5, 8, 3, 3, 9]","[[20.  0.  0.  0.  0.  1.  0.  0.  1.  0.]
 [ 0.  8.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 24.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  6.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. 15.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  8.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  2.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. 14.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  8.]]",112
8,"['0.2668', '0.2039', '0.2474', '0.0606', '0.3317', '0.1650', '0.2666', '0.1294', '0.5304', '0.2632']","['0.3773', '0.3196', '0.1433', '0.2056', '0.1685', '0.2708', '0.3108', '0.1777', '0.2902', '0.3702']","['0.2668', '0.2039', '0.2474', '0.0606', '0.3317', '0.1650', '0.2666', '0.1294', '0.5304', '0.2632']","['0.3126', '0.2490', '0.1815', '0.0936', '0.2235', '0.2051', '0.2870', '0.1497', '0.3751', '0.3077']","['0.2668', '0.2039', '0.2474', '0.0606', '0.3317', '0.1650', '0.2666', '0.1294', '0.5304', '0.2632']","['0.9501', '0.9510', '0.8435', '0.9735', '0.8181', '0.9495', '0.9338', '0.9331', '0.8580', '0.9516']","[[163, 17, 62, 9, 41, 13, 20, 88, 174, 24], [26, 124, 49, 8, 64, 23, 19, 17, 202, 76], [49, 25, 142, 22, 142, 38, 53, 56, 36, 11], [21, 32, 143, 37, 142, 54, 62, 44, 49, 27], [21, 24, 161, 7, 199, 36, 88, 32, 20, 12], [26, 23, 116, 26, 129, 101, 62, 38, 72, 19], [5, 20, 159, 16, 141, 43, 161, 26, 16, 17], [25, 23, 91, 24, 209, 35, 27, 78, 60, 31], [65, 29, 24, 8, 50, 16, 9, 32, 314, 45], [31, 71, 44, 23, 64, 14, 17, 28, 139, 154]]","[7, 2, 0, 0, 4, 8, 2, 2, 8, 5, 0, 2, 0, 0, 2, 2]","[7, 2, 0, 0, 4, 8, 2, 2, 8, 5, 0, 2, 0, 0, 2, 2]","[[25.  0.  0.  0.  0.  1.  0.  0.  1.  0.]
 [ 0.  8.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 30.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  6.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. 16.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  9.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  3.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. 16.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.  8.]]",128
9,"['0.1735', '0.2961', '0.5052', '0.0802', '0.1183', '0.1765', '0.2003', '0.1343', '0.4595', '0.3043']","['0.4190', '0.3147', '0.1411', '0.1944', '0.1690', '0.2416', '0.2834', '0.2500', '0.3542', '0.3701']","['0.1735', '0.2961', '0.5052', '0.0802', '0.1183', '0.1765', '0.2003', '0.1343', '0.4595', '0.3043']","['0.2454', '0.3051', '0.2205', '0.1136', '0.1392', '0.2040', '0.2347', '0.1748', '0.4000', '0.3340']","['0.1735', '0.2961', '0.5052', '0.0802', '0.1183', '0.1765', '0.2003', '0.1343', '0.4595', '0.3043']","['0.9727', '0.9273', '0.6745', '0.9623', '0.9354', '0.9371', '0.9433', '0.9550', '0.9083', '0.9440']","[[106, 38, 147, 17, 19, 26, 14, 69, 137, 38], [17, 180, 103, 11, 28, 23, 12, 13, 134, 87], [25, 35, 290, 32, 48, 42, 40, 31, 18, 13], [7, 53, 256, 49, 42, 71, 65, 18, 24, 26], [9, 31, 317, 16, 71, 33, 73, 24, 13, 13], [14, 28, 247, 37, 47, 108, 58, 21, 32, 20], [2, 19, 335, 20, 19, 49, 121, 12, 9, 18], [23, 33, 210, 34, 85, 45, 31, 81, 26, 35], [40, 57, 60, 11, 27, 32, 8, 32, 272, 53], [10, 98, 91, 25, 34, 18, 5, 23, 103, 178]]","[9, 2, 1, 7, 8, 1, 3, 6, 2, 4, 9, 1, 9, 9, 2, 2]","[9, 2, 1, 7, 8, 1, 3, 6, 2, 4, 9, 1, 9, 9, 2, 2]","[[25.  0.  0.  0.  0.  1.  0.  0.  1.  0.]
 [ 0. 11.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. 34.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  7.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. 17.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  9.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  5.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. 17.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0. 12.]]",144
