iteration,cm,cm_ratings,reputations,rating_scores,accuracies
118,"[[ 6.  0.  0.  1.  0.  2.  0.  3.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  1.  1.]
 [ 3.  0.  1.  5.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  2. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[24.  0.  0.  4.  0.  8.  0. 12.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  4.  4.]
 [12.  0.  4. 20.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4.  8. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.18, -0.01, 0.02, 0.18, -0.02, 0.45, 0.04, 0.11, 0.24, 0.07]","[-40, -8, -20, -14, -24, -56, -26, -36, -2, -40]","[0.4286, 0.0, 0.0714, 0.3846, 0.0, 1.0, 0.125, 0.2857, 0.4783, 0.2]"
119,"[[ 6.  0.  0.  1.  0.  2.  0.  3.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  1.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  2. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[24.  0.  0.  4.  0.  8.  0. 12.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  4.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4.  8. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.18, -0.01, 0.02, 0.2, -0.02, 0.45, 0.04, 0.11, 0.24, 0.07]","[-40, -8, -20, -14, -24, -56, -26, -36, -2, -40]","[0.4286, 0.0, 0.0714, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4783, 0.2]"
120,"[[ 7.  0.  0.  1.  0.  2.  0.  3.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  1.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  2. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[28.  0.  0.  4.  0.  8.  0. 12.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  4.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4.  8. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.2, -0.01, 0.02, 0.2, -0.02, 0.45, 0.04, 0.11, 0.24, 0.07]","[-42, -8, -20, -14, -24, -56, -26, -36, -2, -40]","[0.4667, 0.0, 0.0714, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4783, 0.2]"
121,"[[ 7.  0.  0.  1.  0.  2.  0.  3.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  1.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[28.  0.  0.  4.  0.  8.  0. 12.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  4.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.2, -0.01, 0.02, 0.2, -0.02, 0.45, 0.04, 0.11, 0.23, 0.07]","[-42, -8, -20, -14, -24, -56, -26, -38, -2, -40]","[0.4667, 0.0, 0.0714, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4583, 0.2]"
122,"[[ 7.  0.  0.  1.  0.  2.  0.  3.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[28.  0.  0.  4.  0.  8.  0. 12.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.2, -0.01, 0.02, 0.2, -0.02, 0.45, 0.04, 0.11, 0.23, 0.07]","[-42, -8, -20, -14, -24, -56, -26, -38, -4, -40]","[0.4667, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4583, 0.2]"
123,"[[ 7.  0.  0.  1.  0.  2.  0.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[28.  0.  0.  4.  0.  8.  0. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.18, -0.01, 0.02, 0.2, -0.02, 0.45, 0.04, 0.11, 0.23, 0.07]","[-42, -8, -20, -14, -24, -56, -26, -42, -4, -40]","[0.4375, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4583, 0.2]"
124,"[[ 8.  0.  0.  1.  0.  2.  0.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[32.  0.  0.  4.  0.  8.  0. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.2, -0.01, 0.02, 0.2, -0.02, 0.45, 0.04, 0.11, 0.23, 0.07]","[-44, -8, -20, -14, -24, -56, -26, -42, -4, -40]","[0.4706, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4583, 0.2]"
125,"[[ 8.  0.  0.  1.  0.  2.  1.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  2.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[32.  0.  0.  4.  0.  8.  4. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0.  8.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.19, -0.01, 0.02, 0.2, -0.02, 0.46, 0.04, 0.11, 0.23, 0.07]","[-44, -8, -20, -14, -24, -56, -30, -42, -4, -40]","[0.4444, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.4583, 0.2]"
126,"[[ 8.  0.  0.  1.  0.  2.  1.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[32.  0.  0.  4.  0.  8.  4. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.19, -0.01, 0.02, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.07]","[-44, -8, -20, -18, -24, -56, -30, -42, -4, -40]","[0.4444, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2]"
127,"[[ 8.  0.  0.  2.  0.  2.  1.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[32.  0.  0.  8.  0.  8.  4. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.18, -0.01, 0.02, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.07]","[-44, -8, -20, -22, -24, -56, -30, -42, -4, -40]","[0.4211, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2]"
128,"[[ 9.  0.  0.  2.  0.  2.  1.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  1.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[36.  0.  0.  8.  0.  8.  4. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  4.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.19, -0.01, 0.02, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.07]","[-48, -8, -20, -22, -24, -56, -30, -42, -4, -40]","[0.45, 0.0, 0.0667, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2]"
129,"[[ 9.  0.  0.  2.  0.  2.  1.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  2.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[36.  0.  0.  8.  0.  8.  4. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  8.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.19, -0.01, 0.05, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.07]","[-48, -8, -22, -22, -24, -56, -30, -42, -4, -40]","[0.45, 0.0, 0.125, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2]"
130,"[[ 9.  0.  0.  2.  0.  2.  2.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  2.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  2.]]","[[36.  0.  0.  8.  0.  8.  8. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  8.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0.  8.]]","[0.18, -0.01, 0.05, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.07]","[-48, -8, -22, -22, -24, -56, -34, -42, -4, -40]","[0.4286, 0.0, 0.125, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2]"
131,"[[ 9.  0.  0.  2.  0.  2.  2.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  2.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  3.]]","[[36.  0.  0.  8.  0.  8.  8. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  8.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0. 12.]]","[0.18, -0.01, 0.05, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.1]","[-48, -8, -22, -22, -24, -56, -34, -42, -4, -44]","[0.4286, 0.0, 0.125, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2727]"
132,"[[ 9.  1.  0.  2.  0.  2.  2.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  2.  0.  4.  0.  0.  1.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  3.]]","[[36.  4.  0.  8.  0.  8.  8. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  8.  0. 16.  0.  0.  4.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0. 12.]]","[0.17, -0.01, 0.05, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.1]","[-48, -8, -22, -22, -24, -56, -34, -42, -4, -44]","[0.4091, 0.0, 0.125, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2727]"
133,"[[ 9.  1.  0.  2.  0.  2.  2.  4.  1.  1.]
 [ 1.  0.  0.  0.  0.  1.  2.  0.  0.  0.]
 [ 4.  2.  2.  0.  4.  0.  0.  2.  2.  1.]
 [ 3.  0.  1.  6.  0.  0.  1.  2.  1.  0.]
 [ 0.  0.  0.  0.  0.  2.  2.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 21.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  2.  1.  1.  1.  2.  1.]
 [ 1.  0.  1.  0.  0.  1.  0.  2.  1.  1.]
 [ 0.  0.  0.  3.  0.  1.  1.  3. 11.  6.]
 [ 1.  0.  3.  0.  0.  2.  1.  1.  0.  3.]]","[[36.  4.  0.  8.  0.  8.  8. 16.  4.  4.]
 [ 4.  0.  0.  0.  0.  4.  8.  0.  0.  0.]
 [16.  8.  8.  0. 16.  0.  0.  8.  8.  4.]
 [12.  0.  4. 24.  0.  0.  4.  8.  4.  0.]
 [ 0.  0.  0.  0.  0.  8.  8.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. 84.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  8.  4.  4.  4.  8.  4.]
 [ 4.  0.  4.  0.  0.  4.  0.  8.  4.  4.]
 [ 0.  0.  0. 12.  0.  4.  4. 12. 44. 24.]
 [ 4.  0. 12.  0.  0.  8.  4.  4.  0. 12.]]","[0.17, -0.01, 0.04, 0.2, -0.02, 0.46, 0.04, 0.11, 0.22, 0.1]","[-48, -8, -22, -22, -24, -56, -34, -46, -4, -44]","[0.4091, 0.0, 0.1176, 0.4286, 0.0, 1.0, 0.125, 0.2857, 0.44, 0.2727]"
