iteration,cm,cm_ratings,reputations,rating_scores,accuracies
267,"[[23.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 14.  1.  4.  6.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  4.  3.  1.  1.  0.  8.  2.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[ 92.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  56.   4.  16.  24.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  16.  12.   4.   4.   0.  32.   8.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.21, 0.13, 0.27, 0.43, 0.18, 0.17, 0.24, 0.16]","[-84, -44, -60, -64, -68, -80, -60, -36, 0, -66]","[0.3333, 0.7, 0.4667, 0.3103, 0.6, 0.9286, 0.4, 0.3636, 0.4706, 0.36]"
268,"[[24.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 14.  1.  4.  6.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  4.  3.  1.  1.  0.  8.  2.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[ 96.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  56.   4.  16.  24.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  16.  12.   4.   4.   0.  32.   8.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.21, 0.13, 0.27, 0.43, 0.18, 0.17, 0.24, 0.16]","[-84, -44, -60, -64, -68, -80, -60, -36, 0, -66]","[0.3429, 0.7, 0.4667, 0.3103, 0.6, 0.9286, 0.4, 0.3636, 0.4706, 0.36]"
269,"[[24.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 14.  1.  4.  6.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  4.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[ 96.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  56.   4.  16.  24.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  16.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.21, 0.13, 0.27, 0.43, 0.18, 0.16, 0.23, 0.16]","[-84, -44, -60, -64, -68, -80, -60, -36, -4, -66]","[0.3429, 0.7, 0.4667, 0.3103, 0.6, 0.9286, 0.4, 0.3478, 0.4706, 0.36]"
270,"[[24.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 15.  1.  4.  6.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  4.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[ 96.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  60.   4.  16.  24.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  16.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.22, 0.13, 0.27, 0.43, 0.18, 0.16, 0.23, 0.16]","[-84, -44, -60, -64, -68, -80, -60, -36, -4, -66]","[0.3429, 0.7, 0.4839, 0.3103, 0.6, 0.9286, 0.4, 0.3478, 0.4706, 0.36]"
271,"[[24.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 15.  1.  4.  6.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[ 96.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  60.   4.  16.  24.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.22, 0.13, 0.27, 0.43, 0.18, 0.15, 0.23, 0.16]","[-84, -44, -64, -64, -68, -80, -60, -36, -4, -66]","[0.3429, 0.7, 0.4839, 0.3103, 0.6, 0.9286, 0.4, 0.3333, 0.4706, 0.36]"
272,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 15.  1.  4.  6.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  60.   4.  16.  24.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.22, 0.13, 0.27, 0.43, 0.18, 0.15, 0.23, 0.16]","[-86, -44, -64, -64, -68, -80, -60, -36, -4, -66]","[0.3521, 0.7, 0.4839, 0.3103, 0.6, 0.9286, 0.4, 0.3333, 0.4706, 0.36]"
273,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  7.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 15.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  28.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  60.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.33, 0.21, 0.13, 0.28, 0.43, 0.18, 0.15, 0.23, 0.16]","[-86, -44, -64, -64, -68, -82, -60, -36, -4, -66]","[0.3521, 0.7, 0.4688, 0.3103, 0.6, 0.9286, 0.4, 0.3333, 0.4706, 0.36]"
274,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 15.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  60.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.35, 0.21, 0.13, 0.28, 0.43, 0.18, 0.15, 0.23, 0.16]","[-86, -44, -64, -64, -68, -82, -60, -36, -4, -66]","[0.3521, 0.7273, 0.4688, 0.3103, 0.6, 0.9286, 0.4, 0.3333, 0.4706, 0.36]"
275,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  1.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   4.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.35, 0.22, 0.13, 0.28, 0.43, 0.18, 0.15, 0.23, 0.16]","[-86, -44, -64, -64, -68, -82, -60, -36, -4, -66]","[0.3521, 0.7273, 0.4848, 0.3103, 0.6, 0.9286, 0.4, 0.3333, 0.4706, 0.36]"
276,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  2.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.   8.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.14, 0.35, 0.22, 0.13, 0.28, 0.42, 0.18, 0.15, 0.23, 0.16]","[-86, -44, -64, -64, -68, -82, -60, -36, -8, -66]","[0.3521, 0.7273, 0.4848, 0.3103, 0.6, 0.8966, 0.4, 0.3333, 0.4706, 0.36]"
277,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  3.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  4.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.  12.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  16.   0.   8.   0.   4.  36.]]","[0.15, 0.35, 0.22, 0.13, 0.28, 0.42, 0.18, 0.15, 0.23, 0.16]","[-86, -48, -64, -64, -68, -82, -60, -36, -8, -66]","[0.3521, 0.7273, 0.4848, 0.3, 0.6, 0.8966, 0.4, 0.3333, 0.4706, 0.36]"
278,"[[25.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  3.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  5.  0.  2.  0.  1.  9.]]","[[100.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.  12.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  20.   0.   8.   0.   4.  36.]]","[0.15, 0.35, 0.22, 0.13, 0.27, 0.42, 0.18, 0.15, 0.23, 0.15]","[-86, -48, -64, -64, -72, -82, -60, -36, -8, -66]","[0.3521, 0.7273, 0.4848, 0.3, 0.6, 0.8966, 0.4, 0.3333, 0.4706, 0.3462]"
279,"[[26.  8.  1.  3.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  3.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  5.  0.  2.  0.  1.  9.]]","[[104.  32.   4.  12.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.  12.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  20.   0.   8.   0.   4.  36.]]","[0.15, 0.35, 0.22, 0.13, 0.27, 0.42, 0.18, 0.15, 0.23, 0.15]","[-90, -48, -64, -64, -72, -82, -60, -36, -8, -66]","[0.3611, 0.7273, 0.4848, 0.3, 0.6, 0.8966, 0.4, 0.3333, 0.4706, 0.3462]"
280,"[[26.  8.  1.  4.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  7.  0.  5.  0.  0.]
 [ 7.  3.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  5.  0.  2.  0.  1.  9.]]","[[104.  32.   4.  16.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  28.   0.  20.   0.   0.]
 [ 28.  12.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  20.   0.   8.   0.   4.  36.]]","[0.15, 0.35, 0.22, 0.13, 0.27, 0.42, 0.18, 0.15, 0.23, 0.15]","[-90, -48, -64, -66, -72, -82, -60, -36, -8, -66]","[0.3562, 0.7273, 0.4848, 0.3, 0.6, 0.8966, 0.4, 0.3333, 0.4706, 0.3462]"
281,"[[26.  8.  1.  4.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  8.  0.  5.  0.  0.]
 [ 7.  3.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  6.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  5.  0.  2.  0.  1.  9.]]","[[104.  32.   4.  16.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  32.   0.  20.   0.   0.]
 [ 28.  12.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  24.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  20.   0.   8.   0.   4.  36.]]","[0.15, 0.35, 0.21, 0.13, 0.27, 0.42, 0.18, 0.15, 0.23, 0.15]","[-90, -48, -64, -66, -72, -82, -60, -36, -8, -66]","[0.3562, 0.7273, 0.4706, 0.3, 0.6, 0.8966, 0.4, 0.3333, 0.4706, 0.3462]"
282,"[[26.  8.  1.  4.  4.  2. 15.  1.  0. 12.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  1.  0.]
 [ 0.  0. 16.  1.  4.  8.  0.  5.  0.  0.]
 [ 7.  3.  1.  9.  2.  6.  0.  0.  1.  1.]
 [ 0.  0.  0.  1.  7.  1.  0.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 26.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  1.]
 [ 1.  1.  5.  3.  1.  1.  0.  8.  3.  1.]
 [ 5.  1.  3.  3.  0.  1.  1.  3. 16.  1.]
 [ 1.  2.  4.  2.  5.  0.  2.  0.  1.  9.]]","[[104.  32.   4.  16.  16.   8.  60.   4.   0.  48.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   4.   0.]
 [  0.   0.  64.   4.  16.  32.   0.  20.   0.   0.]
 [ 28.  12.   4.  36.   8.  24.   0.   0.   4.   4.]
 [  0.   0.   0.   4.  28.   4.   0.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 104.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.   4.]
 [  4.   4.  20.  12.   4.   4.   0.  32.  12.   4.]
 [ 20.   4.  12.  12.   0.   4.   4.  12.  64.   4.]
 [  4.   8.  16.   8.  20.   0.   8.   0.   4.  36.]]","[0.15, 0.35, 0.21, 0.13, 0.29, 0.42, 0.18, 0.15, 0.23, 0.15]","[-90, -48, -64, -66, -70, -82, -60, -36, -8, -66]","[0.3562, 0.7273, 0.4706, 0.3, 0.6364, 0.8966, 0.4, 0.3333, 0.4706, 0.3462]"
