iteration,cm,cm_ratings,reputations,rating_scores,accuracies
193,"[[ 6.  1. 10.  1.  3. 15.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  1.]
 [ 3.  0.  0.  0.  0.  0.  0.  0. 23.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[24.  4. 40.  4. 12. 60. 24.  0. 12. 12.]
 [12.  0.  0.  4.  0.  0.  0.  0.  8.  4.]
 [ 0.  4. 64.  0.  0.  8.  4.  8.  0.  8.]
 [ 4.  4.  0. 12. 20.  0.  4.  8.  4.  8.]
 [ 0.  0.  0.  4.  8.  8.  4.  0.  0.  4.]
 [ 8. 20.  0.  4.  4. 20. 16. 12.  8. 12.]
 [ 0.  0.  4.  0.  0.  0. 24.  0.  0.  4.]
 [ 0.  8. 12.  8.  0.  0.  0. 16.  4.  4.]
 [12.  0.  0.  0.  0.  0.  0.  0. 92.  0.]
 [ 8.  8.  8.  0.  0.  4.  0.  4.  0. 40.]]","[0.04, -0.02, 0.29, 0.08, 0.12, 0.07, 0.35, 0.14, 0.44, 0.25]","[-52, -42, -78, -24, -38, -60, -52, -26, -8, -50]","[0.125, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.3077, 0.8846, 0.5556]"
194,"[[ 6.  1. 10.  1.  3. 16.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  1.]
 [ 3.  0.  0.  0.  0.  0.  0.  0. 23.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[24.  4. 40.  4. 12. 64. 24.  0. 12. 12.]
 [12.  0.  0.  4.  0.  0.  0.  0.  8.  4.]
 [ 0.  4. 64.  0.  0.  8.  4.  8.  0.  8.]
 [ 4.  4.  0. 12. 20.  0.  4.  8.  4.  8.]
 [ 0.  0.  0.  4.  8.  8.  4.  0.  0.  4.]
 [ 8. 20.  0.  4.  4. 20. 16. 12.  8. 12.]
 [ 0.  0.  4.  0.  0.  0. 24.  0.  0.  4.]
 [ 0.  8. 12.  8.  0.  0.  0. 16.  4.  4.]
 [12.  0.  0.  0.  0.  0.  0.  0. 92.  0.]
 [ 8.  8.  8.  0.  0.  4.  0.  4.  0. 40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.14, 0.44, 0.25]","[-52, -42, -78, -24, -38, -62, -52, -26, -8, -50]","[0.1224, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.3077, 0.8846, 0.5556]"
195,"[[ 6.  1. 10.  1.  3. 16.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  0.  0.  0.  0.  0. 23.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[24.  4. 40.  4. 12. 64. 24.  0. 12. 12.]
 [12.  0.  0.  4.  0.  0.  0.  0.  8.  4.]
 [ 0.  4. 64.  0.  0.  8.  4.  8.  0.  8.]
 [ 4.  4.  0. 12. 20.  0.  4.  8.  4.  8.]
 [ 0.  0.  0.  4.  8.  8.  4.  0.  0.  4.]
 [ 8. 20.  0.  4.  4. 20. 16. 12.  8. 12.]
 [ 0.  0.  4.  0.  0.  0. 24.  0.  0.  4.]
 [ 0.  8. 12.  8.  0.  0.  0. 16.  4.  8.]
 [12.  0.  0.  0.  0.  0.  0.  0. 92.  0.]
 [ 8.  8.  8.  0.  0.  4.  0.  4.  0. 40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.44, 0.25]","[-52, -42, -78, -24, -38, -62, -52, -26, -8, -54]","[0.1224, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8846, 0.5556]"
196,"[[ 6.  1. 10.  1.  3. 16.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 23.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[24.  4. 40.  4. 12. 64. 24.  0. 12. 12.]
 [12.  0.  0.  4.  0.  0.  0.  0.  8.  4.]
 [ 0.  4. 64.  0.  0.  8.  4.  8.  0.  8.]
 [ 4.  4.  0. 12. 20.  0.  4.  8.  4.  8.]
 [ 0.  0.  0.  4.  8.  8.  4.  0.  0.  4.]
 [ 8. 20.  0.  4.  4. 20. 16. 12.  8. 12.]
 [ 0.  0.  4.  0.  0.  0. 24.  0.  0.  4.]
 [ 0.  8. 12.  8.  0.  0.  0. 16.  4.  8.]
 [12.  0.  0.  4.  0.  0.  0.  0. 92.  0.]
 [ 8.  8.  8.  0.  0.  4.  0.  4.  0. 40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.42, 0.25]","[-52, -42, -78, -28, -38, -62, -52, -26, -8, -54]","[0.1224, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8519, 0.5556]"
197,"[[ 6.  1. 10.  1.  3. 16.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 24.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[24.  4. 40.  4. 12. 64. 24.  0. 12. 12.]
 [12.  0.  0.  4.  0.  0.  0.  0.  8.  4.]
 [ 0.  4. 64.  0.  0.  8.  4.  8.  0.  8.]
 [ 4.  4.  0. 12. 20.  0.  4.  8.  4.  8.]
 [ 0.  0.  0.  4.  8.  8.  4.  0.  0.  4.]
 [ 8. 20.  0.  4.  4. 20. 16. 12.  8. 12.]
 [ 0.  0.  4.  0.  0.  0. 24.  0.  0.  4.]
 [ 0.  8. 12.  8.  0.  0.  0. 16.  4.  8.]
 [12.  0.  0.  4.  0.  0.  0.  0. 96.  0.]
 [ 8.  8.  8.  0.  0.  4.  0.  4.  0. 40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.42, 0.25]","[-52, -42, -78, -28, -38, -62, -52, -26, -12, -54]","[0.1224, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8571, 0.5556]"
198,"[[ 6.  1. 10.  1.  3. 16.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   4.  40.   4.  12.  64.  24.   0.  12.  12.]
 [ 12.   0.   0.   4.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.42, 0.25]","[-52, -42, -78, -28, -38, -62, -52, -26, -12, -54]","[0.1224, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
199,"[[ 6.  1. 10.  1.  3. 17.  6.  0.  3.  3.]
 [ 3.  0.  0.  1.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   4.  40.   4.  12.  68.  24.   0.  12.  12.]
 [ 12.   0.   0.   4.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -42, -78, -28, -38, -66, -52, -26, -12, -54]","[0.12, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
200,"[[ 6.  1. 10.  1.  3. 17.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   4.  40.   4.  12.  68.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -42, -78, -32, -38, -66, -52, -26, -12, -54]","[0.12, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
201,"[[ 6.  1. 10.  1.  3. 18.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   4.  40.   4.  12.  72.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -42, -78, -32, -38, -70, -52, -26, -12, -54]","[0.1176, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
202,"[[ 6.  1. 10.  1.  3. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   4.  40.   4.  12.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -42, -78, -32, -38, -74, -52, -26, -12, -54]","[0.1154, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
203,"[[ 6.  2. 10.  1.  3. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   8.  40.   4.  12.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.29, 0.08, 0.12, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -46, -78, -32, -38, -74, -52, -26, -12, -54]","[0.1132, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
204,"[[ 6.  2. 10.  2.  3. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  0.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   8.  40.   8.  12.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   0.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.3, 0.08, 0.12, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -46, -78, -36, -38, -74, -52, -26, -12, -54]","[0.1111, 0.0, 0.6667, 0.1875, 0.2857, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
205,"[[ 6.  2. 10.  2.  3. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  1.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  6.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   8.  40.   8.  12.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   4.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  24.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.3, 0.08, 0.11, 0.06, 0.35, 0.13, 0.43, 0.25]","[-52, -46, -78, -36, -38, -74, -52, -30, -12, -54]","[0.1111, 0.0, 0.6667, 0.1875, 0.25, 0.1923, 0.75, 0.2857, 0.8621, 0.5556]"
206,"[[ 6.  2. 10.  2.  3. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  1.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  7.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   8.  40.   8.  12.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   4.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  28.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.3, 0.08, 0.11, 0.06, 0.36, 0.13, 0.43, 0.25]","[-52, -46, -78, -36, -38, -74, -50, -30, -12, -54]","[0.1111, 0.0, 0.6667, 0.1875, 0.25, 0.1923, 0.7778, 0.2857, 0.8621, 0.5556]"
207,"[[ 6.  2. 10.  2.  4. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  1.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  7.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 24.   8.  40.   8.  16.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   4.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  28.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.03, -0.02, 0.3, 0.08, 0.1, 0.06, 0.36, 0.13, 0.43, 0.25]","[-52, -46, -78, -36, -42, -74, -50, -30, -12, -54]","[0.1091, 0.0, 0.6667, 0.1875, 0.25, 0.1923, 0.7778, 0.2857, 0.8621, 0.5556]"
208,"[[ 7.  2. 10.  2.  4. 19.  6.  0.  3.  3.]
 [ 3.  0.  0.  2.  0.  0.  0.  0.  2.  1.]
 [ 0.  1. 16.  0.  0.  2.  1.  2.  0.  2.]
 [ 1.  1.  0.  3.  5.  0.  1.  2.  1.  2.]
 [ 0.  0.  0.  1.  2.  2.  1.  1.  0.  1.]
 [ 2.  5.  0.  1.  1.  5.  4.  3.  2.  3.]
 [ 0.  0.  1.  0.  0.  0.  7.  0.  0.  1.]
 [ 0.  2.  3.  2.  0.  0.  0.  4.  1.  2.]
 [ 3.  0.  0.  1.  0.  0.  0.  0. 25.  0.]
 [ 2.  2.  2.  0.  0.  1.  0.  1.  0. 10.]]","[[ 28.   8.  40.   8.  16.  76.  24.   0.  12.  12.]
 [ 12.   0.   0.   8.   0.   0.   0.   0.   8.   4.]
 [  0.   4.  64.   0.   0.   8.   4.   8.   0.   8.]
 [  4.   4.   0.  12.  20.   0.   4.   8.   4.   8.]
 [  0.   0.   0.   4.   8.   8.   4.   4.   0.   4.]
 [  8.  20.   0.   4.   4.  20.  16.  12.   8.  12.]
 [  0.   0.   4.   0.   0.   0.  28.   0.   0.   4.]
 [  0.   8.  12.   8.   0.   0.   0.  16.   4.   8.]
 [ 12.   0.   0.   4.   0.   0.   0.   0. 100.   0.]
 [  8.   8.   8.   0.   0.   4.   0.   4.   0.  40.]]","[0.04, -0.02, 0.3, 0.08, 0.1, 0.06, 0.36, 0.13, 0.43, 0.25]","[-52, -46, -78, -36, -42, -74, -50, -30, -12, -54]","[0.125, 0.0, 0.6667, 0.1875, 0.25, 0.1923, 0.7778, 0.2857, 0.8621, 0.5556]"
